release_date,title,budget,revenue
2008-07-03,The Children of Huang Shi,40.0,7.4
2008-07-03,The Wackness,6.0,2.899975
2008-07-03,Nirvana,2.0,0.273137
2008-07-03,Mamma Mia!,52.0,609.841637
2008-07-04,Jaane Tu... Ya Jaane Na,2.3,11.1
2008-07-04,Love Story 2050,20.0,5.0
2008-07-08,Meet Dave,60.0,50.650079
2008-07-10,Red Cliff,80.341,127.814609
2008-07-10,Journey to the Center of the Earth,45.0,101.70206
2008-07-11,Hellboy II: The Golden Army,85.0,160.388063
2008-07-15,Dr. Horrible's Sing-Along Blog,0.2,3e-06
2008-07-16,The Dark Knight,185.0,1004.558444
2008-07-17,Space Chimps,37.0,63.800345
2008-07-18,Kismat Konnection,4.18,11.0
2008-07-19,Ponyo,41.677699,187.479518
2008-07-24,The X Files: I Want to Believe,30.0,68.369434
2008-07-25,Step Brothers,65.0,128.107642
2008-07-25,Brideshead Revisited,20.0,13.204291
2008-08-01,Swing Vote,21.0,17.6
2008-08-05,Star Wars: The Clone Wars,8.5,68.282844
2008-08-06,Bottle Shock,5.0,4.040588
2008-08-06,Pineapple Express,27.0,101.624843
2008-08-06,The Sisterhood of the Traveling Pants 2,27.0,44.352417
2008-08-07,Mutant Chronicles,8.0,2.033165
2008-08-07,The Midnight Meat Train,15.0,3.533227
2008-08-08,Elegy,13.0,14.894347
2008-08-09,Tropic Thunder,92.0,188.072649
2008-08-14,Bachna Ae Haseeno,2.4,9.6
2008-08-15,It's Alive,11.0,15.5
2008-08-15,Mirrors,35.0,72.436439
2008-08-15,Vicky Cristina Barcelona,15.0,96.408652
2008-08-19,20th Century Boys - Chapter 1: Beginning of the End,20.0,31.244858
2008-08-20,The Rocker,15.0,8.76289
2008-08-20,Babylon A.D.,70.0,72.108608
2008-08-21,Bangkok Dangerous,45.0,42.48739
2008-08-21,Plus one,0.336029,0.927277
2008-08-22,Phoonk,0.75,2.76
2008-08-22,Death Race,45.0,73.762516
2008-08-22,The House Bunny,25.0,70.44294
2008-08-23,Traitor,22.0,23.530831
2008-08-28,College,7.0,6.230276
2008-08-29,Disaster Movie,25.0,14.109284
2008-09-04,RockNRolla,18.0,25.739015
2008-09-05,Burn After Reading,37.0,163.720069
2008-09-05,"Surfer, Dude",6.0,0.069497
2008-09-05,A Wednesday!,1.4,3.5
2008-09-06,"New York, I Love You",14.7,8.049666
2008-09-06,The Secret of Moonacre,12.0,7.07033
2008-09-07,The Wrestler,6.0,44.703995
2008-09-09,Pride and Glory,30.0,31.148328
2008-09-09,The Brothers Bloom,20.0,5.530764
2008-09-11,Righteous Kill,60.0,73.174566
2008-09-12,Appaloosa,20.0,20.211394
2008-09-12,The Women,16.0,50.007546
2008-09-15,Miracle at St. Anna,45.0,9.323833
2008-09-17,The Secret Life of Bees,11.0,38.105395
2008-09-18,Hitler's Kaput!,3.0,9.7135
2008-09-18,Zack and Miri Make a Porno,24.0,42.105111
2008-09-19,My Best Friend's Girl,20.0,36.620508
2008-09-19,Igor,25.0,30.0
2008-09-19,Lakeview Terrace,20.0,27.640028
2008-09-25,Eagle Eye,80.0,178.066569
2008-09-26,Passengers,25.0,2.0
2008-09-26,Fireproof,0.5,33.456317
2008-09-26,Choke,3.0,3.830137
2008-10-02,How to Lose Friends & Alienate People,27.0,17.286299
2008-10-02,Drona,15.0,3.25
2008-10-03,Beverly Hills Chihuahua,20.0,149.281606
2008-10-03,An American Carol,20.0,7.0
2008-10-03,Nick and Norah's Infinite Playlist,9.0,32.973937
2008-10-07,City of Ember,55.0,17.869048
2008-10-09,Bronson,0.23,2.260712
2008-10-10,Body of Lies,70.0,113.280098
2008-10-10,The Hurt Locker,15.0,42.0
2008-10-10,Quarantine,12.0,40.855419
2008-10-10,The Express,40.0,9.793496
2008-10-15,Max Payne,35.0,85.416905
2008-10-15,Bride Flight,6.4,2.556911
2008-10-16,Sex Drive,19.0,18.755936
2008-10-17,W.,25.1,29.506464
2008-10-17,What Just Happened,25.0,6.673422
2008-10-21,The Lazarus Project,9.75,0.558
2008-10-23,Saw V,10.8,113.857533
2008-10-27,While She Was Out,6.0,0.39141
2008-10-30,Madagascar: Escape 2 Africa,150.0,603.900354
2008-10-30,Quantum of Solace,200.0,586.090727
2008-11-05,The Informers,18.0,0.382174
2008-11-13,Dostana,10.0,20.0
2008-11-14,Vaaranam Aayiram,3.0,14.0
2008-11-17,Winter in Wartime,4.0,0.530048
2008-11-18,Australia,130.0,49.554002
2008-11-19,Two Lovers,12.0,3.148182
2008-11-20,Twilight,37.0,392.616625
2008-11-21,Bolt,150.0,309.979994
2008-11-24,The Curious Case of Benjamin Button,150.0,333.932083
2008-11-26,Four Christmases,80.0,163.733697
2008-11-26,Transporter 3,30.0,108.979549
2008-11-26,Milk,20.0,54.586584
2008-11-27,Doubt,20.0,50.907234
2008-11-27,Morphine,3.6,0.766075
2008-12-04,Ong Bak 2,8.5,8.936663
2008-12-04,The New Year's Rate Plan,3.2,3.877492
2008-12-05,Punisher: War Zone,20.5,10.089373
2008-12-09,Gran Torino,33.0,269.958228
2008-12-09,Yes Man,70.0,225.990978
2008-12-10,The Reader,32.0,113.01929
2008-12-10,The Day the Earth Stood Still,80.0,233.093859
2008-12-10,Sleep Dealer,2.5,0.107559
2008-12-11,Inkheart,60.0,57.490374
2008-12-12,Ip Man,11.715578,21.888598
2008-12-17,The Yellow Handkerchief,15.0,0.317
2008-12-18,Seven Pounds,55.0,168.167691
2008-12-18,The Inhabited Island,36.5,21.834845
2008-12-19,Revolutionary Road,35.0,75.225693
2008-12-19,Nothing But the Truth,11.5,0.186702
2008-12-19,The Tale of Despereaux,60.0,50.877145
2008-12-23,Lovey-Dovey 2,3.0,17.850711
2008-12-24,Bedtime Stories,80.0,212.874442
2008-12-25,The Other Man,15.0,1.143856
2008-12-25,Marley & Me,60.0,244.082376
2008-12-25,Hipsters,15.0,16.810383
2008-12-25,Valkyrie,75.0,200.276
2008-12-25,Ghajini,9.1,76.0
2008-12-25,The Spirit,60.0,39.031337
2008-12-31,Defiance,32.0,51.155219
2009-01-01,Peter and Vandy,0.5,0.011276
2009-01-06,Daybreakers,20.0,51.416464
2009-01-07,Red Cliff Part II,80.0,121.059225
2009-01-09,Dead Snow,0.8,1.984662
2009-01-09,Bride Wars,30.0,114.663461
2009-01-09,The Unborn,16.0,76.51405
2009-01-15,Paul Blart: Mall Cop,26.0,183.293131
2009-01-16,Chandni Chowk To China,10.5,9.4
2009-01-16,Hotel for Dogs,35.0,73.03446
2009-01-16,Brooklyn's Finest,17.0,29.536299
2009-01-16,My Bloody Valentine,15.0,100.734718
2009-01-16,Arundhati,2.915739,14.0
2009-01-18,I Love You Phillip Morris,13.0,10.652035
2009-01-18,Big Fan,0.25,0.232732
2009-01-20,The Girlfriend Experience,1.7,1.007962
2009-01-22,Underworld: Rise of the Lycans,35.0,91.353501
2009-01-27,Brothers,26.0,43.318349
2009-01-30,New in Town,8.0,29.010817
2009-02-03,The International,50.0,60.161391
2009-02-05,Beyond a Reasonable Doubt,25.0,4.388563
2009-02-05,Coraline,60.0,124.596398
2009-02-05,Confessions of a Shopaholic,40.0,108.332743
2009-02-05,Like Dandelion Dust,2.5,0.35281
2009-02-06,Push,38.0,45.465299
2009-02-06,He's Just Not That Into You,40.0,177.259441
2009-02-06,My Life in Ruins,17.0,20.455276
2009-02-06,Horsemen,20.0,1.017401
2009-02-09,Mary and Max,0.590235,1.725381
2009-02-10,Cheri,23.0,9.366227
2009-02-11,Friday the 13th,19.0,91.379051
2009-02-13,Billu,5.75,10.0
2009-02-18,District 13: Ultimatum,15.0,8.786375
2009-02-20,Fired Up!,20.0,18.599102
2009-02-27,Street Fighter: The Legend of Chun-Li,50.0,12.764201
2009-02-27,Crossing Over,25.0,1.037335
2009-02-27,The Girl with the Dragon Tattoo,13.0,104.345682
2009-03-04,The Young Victoria,35.0,27.409889
2009-03-05,Watchmen,130.0,185.258983
2009-03-05,Love and the City,3.5,9.112193
2009-03-06,Pontypool,1.5,0.032
2009-03-06,City Island,6.0,6.670712
2009-03-11,17 Again,20.0,136.267476
2009-03-12,Race to Witch Mountain,50.0,106.303988
2009-03-13,The Last House on the Left,15.0,32.721635
2009-03-15,The Twilight Saga: New Moon,50.0,709.827462
2009-03-15,Drag Me to Hell,30.0,90.810892
2009-03-17,Goemon,9.0,16.0
2009-03-19,Monsters vs Aliens,175.0,381.50987
2009-03-19,12 Rounds,20.0,17.280326
2009-03-19,Duplicity,78.146652,60.0
2009-03-19,Knowing,50.0,155.446362
2009-03-20,"I Love You, Man",41.0,91.636986
2009-03-25,Chloe,15.0,8.459458
2009-04-01,The Boat That Rocked,50.0,36.348784
2009-04-02,Fast & Furious,85.0,363.164265
2009-04-02,Iron & Blood: The Legend of Taras Bulba,25.0,16.815892
2009-04-03,Adventureland,9.5,17.164377
2009-04-03,Ayan,3.230939,18.0
2009-04-10,Hannah Montana: The Movie,35.0,155.545279
2009-04-16,Crank: High Voltage,20.0,34.560577
2009-04-17,State of Play,60.0,87.784194
2009-04-22,City of Life and Death,12.0,10.652498
2009-04-24,The Soloist,60.0,31.720158
2009-04-24,Obsessed,20.0,73.83034
2009-04-27,Beautiful,1.5,0.056
2009-04-28,X-Men Origins: Wolverine,150.0,373.062864
2009-04-28,S. Darko,4.0,4.1
2009-05-05,Enter the Void,13.0,0.754249
2009-05-06,Star Trek,150.0,385.680446
2009-05-12,The Grudge 3,5.0,38.610009
2009-05-13,Angels & Demons,150.0,356.613439
2009-05-13,Up,175.0,735.099082
2009-05-14,Fish Tank,3.0,2.357852
2009-05-15,"Police, Adjective",1.08936,0.048298
2009-05-15,99,3.0,6.6
2009-05-17,Agora,70.0,39.041505
2009-05-18,Antichrist,11.0,0.791867
2009-05-20,Night at the Museum: Battle of the Smithsonian,150.0,413.10617
2009-05-20,Terminator Salvation,200.0,371.353001
2009-05-28,Mother,5.0,17.112713
2009-06-01,The Proposal,40.0,317.375031
2009-06-05,Land of the Lost,100.0,68.688831
2009-06-05,The Hangover,35.0,459.270619
2009-06-05,Away We Go,17.0,14.899417
2009-06-06,Tidal Wave,16.0,11.301649
2009-06-08,A Perfect Getaway,14.0,22.852638
2009-06-10,Saint John of Las Vegas,3.8,0.111731
2009-06-11,The Taking of Pelham 1 2 3,100.0,150.166126
2009-06-11,Tetro,15.0,0.113221
2009-06-12,Moon,5.0,9.760104
2009-06-13,Hachi: A Dog's Tale,16.0,47.801389
2009-06-18,Year One,60.0,62.3579
2009-06-19,Whatever Works,15.0,35.097815
2009-06-19,Transformers: Revenge of the Fallen,150.0,836.297228
2009-06-26,My Sister's Keeper,30.0,95.714875
2009-06-29,Ice Age: Dawn of the Dinosaurs,90.0,886.686817
2009-07-01,Public Enemies,80.0,214.10462
2009-07-07,Harry Potter and the Half-Blood Prince,250.0,933.959197
2009-07-09,The Collector,3.4,114.0
2009-07-10,"I Love You, Beth Cooper",18.0,15.345201
2009-07-17,(500) Days of Summer,7.5,60.722734
2009-07-21,G-Force,150.0,292.817841
2009-07-24,Orphan,20.0,41.596251
2009-07-24,The Ugly Truth,38.0,205.298907
2009-07-31,Paper Heart,1.0,1.296971
2009-07-31,Aliens in the Attic,45.0,57.881056
2009-07-31,Funny People,75.0,61.458982
2009-08-04,G.I. Joe: The Rise of Cobra,175.0,302.469017
2009-08-05,District 9,30.0,210.819611
2009-08-06,Bandslam,20.0,5.210988
2009-08-06,Julie & Julia,40.0,129.540499
2009-08-09,Bran Nue Dae,7e-06,7e-06
2009-08-12,The Time That Remains,6.5,0.753808
2009-08-13,Case 39,27.0,29.0
2009-08-13,The Secret in Their Eyes,2.0,33.965843
2009-08-14,The Time Traveler's Wife,39.0,101.229792
2009-08-14,Kaminey,9.0,18.13
2009-08-18,Inglourious Basterds,70.0,319.13105
2009-08-19,9,30.0,48.428063
2009-08-20,World's Greatest Dad,10.0,0.29575
2009-08-21,Shorts,40.0,28.972508
2009-08-21,Post Grad,15.0,6.405245
2009-08-25,High Security Vacation,5.0,17.56604
2009-08-26,The Final Destination,40.0,186.167139
2009-08-28,Halloween II,15.0,39.421467
2009-09-01,Down Terrace,0.031192,0.01
2009-09-03,Gamer,50.0,40.82854
2009-09-03,Extract,8.0,10.848783
2009-09-04,Videocracy,0.7,1.179676
2009-09-04,All About Steve,15.0,40.105542
2009-09-04,Valhalla Rising,5.64188,0.030638
2009-09-05,Up in the Air,25.0,163.67
2009-09-06,Capitalism: A Love Story,20.0,17.436509
2009-09-07,Solitary Man,15.0,5.024782
2009-09-08,Pandorum,33.0,20.645327
2009-09-09,Whiteout,40.0,12.206028
2009-09-09,Soul Kitchen,5.0,17.872796
2009-09-09,Sorority Row,12.5,27.20612
2009-09-11,The Bad Lieutenant: Port of Call - New Orleans,25.0,10.589102
2009-09-11,Mr. Nobody,47.0,3.547209
2009-09-12,The Disappearance of Alice Creed,0.8,0.867714
2009-09-12,Defendor,3.5,0.044462
2009-09-13,The Joneses,10.0,7.022728
2009-09-13,The Invention of Lying,18.5,31.912793
2009-09-13,Leaves of Grass,9.0,0.985117
2009-09-13,Whip It,15.0,16.633035
2009-09-14,Ondine,12.0,1.644755
2009-09-15,[REC]²,5.6,18.46968
2009-09-16,Solomon Kane,45.0,7.81
2009-09-17,The Box,30.0,33.333531
2009-09-17,Cloudy with a Chance of Meatballs,100.0,242.988466
2009-09-18,Jennifer's Body,16.0,31.556061
2009-09-18,The Informant!,22.0,35.424826
2009-09-18,Wanted,7.5e-05,0.000134
2009-09-18,Love Happens,18.0,36.133014
2009-09-19,Couples Retreat,70.0,171.84484
2009-09-24,Surrogates,80.0,122.444772
2009-09-25,I Hope They Serve Beer in Hell,7.0,1.429299
2009-09-29,Ninja Assassin,40.0,60.462347
2009-10-01,The Imaginarium of Doctor Parnassus,30.0,64.352607
2009-10-01,Mao's Last Dancer,25.0,20.719451
2009-10-01,Universal Soldier: Regeneration,14.0,0.875386
2009-10-02,A Serious Man,7.0,31.430334
2009-10-02,Wake Up Sid,3.0,11.0
2009-10-07,Zombieland,23.6,102.391382
2009-10-08,The Interceptor,7.0,1.877122
2009-10-09,The Double Hour,3.90684,4.3
2009-10-10,2012,200.0,769.653595
2009-10-10,Stolen,2.0,0.007306
2009-10-10,Life During Wartime,4.5,0.744816
2009-10-10,Nasty Old People,0.015,0.0053
2009-10-15,The Breath,2.0,13.5
2009-10-15,Astro Boy,65.0,44.091067
2009-10-15,Law Abiding Citizen,53.0,126.690726
2009-10-16,Where the Wild Things Are,100.0,100.086793
2009-10-16,Janky Promoters,10.0,0.009069
2009-10-16,Black Dynamite,2.9,0.296557
2009-10-17,The Men Who Stare at Goats,24.0,68.729358
2009-10-22,Saw VI,11.0,68.233629
2009-10-22,Amelia,40.0,19.258519
2009-10-23,Fantastic Mr. Fox,40.0,46.471023
2009-10-23,Cirque du Freak: The Vampire's Assistant,40.0,28.169671
2009-10-28,Micmacs,33.0,14.0
2009-10-29,An Education,7.5,26.096852
2009-11-04,A Christmas Carol,200.0,325.233863
2009-11-05,Bright Star,8.5,4.440055
2009-11-06,Cell 211,5.7,19.300483
2009-11-06,The Fourth Kind,10.0,42.333295
2009-11-06,Precious,10.0,47.536959
2009-11-11,Harry Brown,7.3,10.329747
2009-11-13,The Messenger,6.5,1.521261
2009-11-13,Women in Trouble,3.0,0.018097
2009-11-19,Planet 51,70.0,104.945765
2009-11-20,The Blind Side,29.0,309.208309
2009-11-24,The Boondock Saints II: All Saints Day,8.0,10.629321
2009-11-24,Old Dogs,35.0,92.21931
2009-11-25,The Road,32.0,27.635305
2009-11-25,Me and Orson Welles,25.0,2.336172
2009-11-26,Hooked on the Game,3.5,3.704408
2009-11-26,Mulan: Rise of a Warrior,12.0,13.380561
2009-11-27,The Girl Who Kicked the Hornet's Nest,4.0,43.498108
2009-12-03,Antikiller D.K,2.5,2.141028
2009-12-03,Nine,80.0,53.825515
2009-12-04,Armored,20.0,22.942221
2009-12-08,The Princess and the Frog,105.0,267.045765
2009-12-10,Invictus,60.0,122.233971
2009-12-10,Avatar,237.0,2787.965087
2009-12-16,Crazy Heart,7.0,39.462438
2009-12-17,Did You Hear About the Morgans?,58.0,85.28025
2009-12-18,Bodyguards and Assassins,23.0,5.837674
2009-12-21,Alvin and the Chipmunks: The Squeakquel,75.0,443.140005
2009-12-23,Sherlock Holmes,90.0,524.028679
2009-12-23,It's Complicated,85.0,219.103655
2009-12-23,3 Idiots,9.0,70.0
2009-12-26,The Lovely Bones,65.0,93.525586
2009-12-31,Black Lightning,15.0,21.5
2010-01-01,Ca$h,7.0,0.046488
2010-01-08,Leap Year,19.0,29.922472
2010-01-12,Morning Glory,40.0,58.78518
2010-01-13,Devil,10.0,33.583175
2010-01-14,Tooth Fairy,48.0,112.462508
2010-01-14,Henry's Crime,12.0,0.20494
2010-01-14,The Book of Eli,80.0,157.107755
2010-01-15,The Spy Next Door,28.0,45.236543
2010-01-15,Shikshanachya Aaicha Gho,0.38,0.52
2010-01-21,Extraordinary Measures,31.0,15.134293
2010-01-21,Nasha Russia: Yaytsa sudby,2.0,22.212223
2010-01-21,Legion,26.0,67.918658
2010-01-22,Hesher,7.0,0.382946
2010-01-22,Tucker and Dale vs Evil,5.0,5.476793
2010-01-24,Waste Land,1.5,0.187716
2010-01-29,Edge of Darkness,80.0,74.901339
2010-02-01,Percy Jackson & the Olympians: The Lightning Thief,95.0,226.497209
2010-02-04,Kandahar,7.0,15.172408
2010-02-04,Dear John,25.0,114.977104
2010-02-05,From Paris with Love,52.0,52.826594
2010-02-10,Valentine's Day,52.0,216.485654
2010-02-12,The Ghost Writer,45.0,60.222298
2010-02-12,Loose Cannons,7.0,8.220215
2010-02-12,My Name Is Khan,12.0,42.34536
2010-02-14,Boy,3e-06,4.3e-05
2010-02-14,The Robber,3.9,0.208475
2010-02-15,Centurion,12.0,6.814789
2010-02-16,Halo Legends,0.1,1.0
2010-02-16,The Illusionist,18.0,5.602431
2010-02-18,Shutter Island,80.0,294.804195
2010-02-26,"Dear Guest, When Will You Leave?",3.75,5.0
2010-02-26,Vinnaithaandi Varuvaayaa,3.0,12.0
2010-02-26,The Crazies,20.0,54.95614
2010-02-26,Cop Out,30.0,55.583804
2010-03-03,Alice in Wonderland,200.0,1025.49111
2010-03-04,What Men Talk About,1.95,12.005838
2010-03-05,How to Train Your Dragon,165.0,494.878759
2010-03-11,She's Out of My League,20.0,49.779728
2010-03-11,Green Zone,100.0,94.882889
2010-03-12,Our Family Wedding,14.0,21.409028
2010-03-12,Remember Me,16.0,56.032889
2010-03-16,The Bounty Hunter,40.0,136.0
2010-03-17,Heartbreaker,8.7,47.355187
2010-03-18,Repo Men,32.0,18.409891
2010-03-18,Space Dogs,25.0,6.5
2010-03-19,The Runaways,10.0,2.995811
2010-03-19,Diary of a Wimpy Kid,15.0,75.700498
2010-03-20,TEKKEN,30.0,0.967
2010-03-22,Kick-Ass,28.0,96.188903
2010-03-26,Nanny McPhee and the Big Bang,35.0,93.246388
2010-03-26,Hot Tub Time Machine,36.0,64.572262
2010-03-27,Shelter,22.0,0.851517
2010-04-01,Clash of the Titans,125.0,232.713139
2010-04-01,The Perfect Game,12.5,3.878993
2010-04-02,Furry Vengeance,35.0,39.340177
2010-04-02,Why Did I Get Married Too?,20.0,60.072596
2010-04-08,Date Night,55.0,152.26388
2010-04-09,After.Life,4.5,3.606395
2010-04-09,The Extraordinary Adventures of Adèle Blanc-Sec,25.0,34.1
2010-04-11,The Debt,20.0,45.636368
2010-04-15,Death at a Funeral,21.0,49.050886
2010-04-15,Hooked on the Game 2. The Next Level,3.5,2.294357
2010-04-21,Ip Man 2,12.902809,36.0
2010-04-23,The Losers,25.0,23.58
2010-04-23,The Back-Up Plan,35.0,77.477008
2010-04-23,Behind the Burly Q,0.25,0.023859
2010-04-28,Iron Man 2,200.0,623.933331
2010-04-30,A Nightmare on Elm Street,35.0,115.664037
2010-05-01,Charlie St. Cloud,44.0,48.190704
2010-05-06,Glukhar v kino,2.5,1.47703
2010-05-07,Badmaash Company,6.25,8.5
2010-05-07,Four Lions,0.967686,4.27
2010-05-11,The Switch,19.0,49.830607
2010-05-11,Last Night,7.0,7.644937
2010-05-12,Robin Hood,200.0,310.66954
2010-05-14,Princess Kaiulani,9.0,0.771499
2010-05-16,Shrek Forever After,165.0,752.600867
2010-05-18,Of Gods and Men,4.0,41.424067
2010-05-19,Prince of Persia: The Sands of Time,150.0,335.154643
2010-05-19,StreetDance 3D,5.7731,18.14403
2010-05-19,Carlos,18.0,0.871279
2010-05-20,Fair Game,22.0,24.188922
2010-05-20,My Dear Desperado,0.8,4.214668
2010-05-21,MacGruber,10.0,6.11
2010-05-26,Sex and the City 2,100.0,288.347692
2010-05-28,Singam,2.2,9.7
2010-06-02,4.3.2.1,4.6,1.163967
2010-06-03,Animal Kingdom,5.0,1.0
2010-06-04,Get Him to the Greek,40.0,90.029656
2010-06-04,Killers,75.0,98.159963
2010-06-04,Marmaduke,50.0,83.761844
2010-06-04,Meet Monica Velour,5.0,0.031649
2010-06-10,The Karate Kid,40.0,357.852395
2010-06-10,The A-Team,110.0,177.238796
2010-06-11,Winter's Bone,2.0,13.831503
2010-06-15,Knight and Day,117.0,261.930431
2010-06-16,Toy Story 3,200.0,1066.969703
2010-06-16,71: Into the Fire,10.4,20.96766
2010-06-17,I Spit on Your Grave,2.0,0.572809
2010-06-17,Wild Target,8.0,3.453043
2010-06-18,Raavan,4.5,4.2
2010-06-18,Monsters,0.5,4.242978
2010-06-18,Jonah Hex,47.0,10.539
2010-06-23,The Twilight Saga: Eclipse,68.0,698.491347
2010-06-24,Grown Ups,80.0,271.430189
2010-06-30,The Last Airbender,150.0,318.502923
2010-07-03,Predators,40.0,126.248813
2010-07-06,It's Kind of a Funny Story,8.0,6.49124
2010-07-08,Despicable Me,69.0,543.513985
2010-07-09,The Kids Are All Right,3.5,34.70585
2010-07-09,Rubber,0.5,0.098017
2010-07-10,Legend of the Guardians: The Owls of Ga'Hoole,80.0,140.07339
2010-07-13,The Sorcerer's Apprentice,150.0,215.283742
2010-07-14,Inception,160.0,825.532764
2010-07-16,The Secret World of Arrietty,37.0,145.570827
2010-07-21,Salt,110.0,293.329073
2010-07-23,Khatta Meetha,7.5,10.0
2010-07-27,Scott Pilgrim vs. the World,60.0,47.664559
2010-07-30,Cats & Dogs 2 : The Revenge of Kitty Galore,85.0,112.483764
2010-07-30,Dinner for Schmucks,69.0,86.387857
2010-08-01,The Extra Man,7.0,0.453079
2010-08-03,The Expendables,80.0,274.470394
2010-08-04,Step Up 3D,30.0,159.291809
2010-08-05,This is Sodom,2.745,5.85
2010-08-06,Flipped,14.0,1.755212
2010-08-06,The Other Guys,100.0,170.432927
2010-08-08,"Tomorrow, When the War Began",27.0,16.504936
2010-08-12,Eat Pray Love,60.0,204.594016
2010-08-13,PEEPLI [Live],2.27,6.9
2010-08-13,The Chronicles of Narnia: The Voyage of the Dawn Treader,155.0,415.686217
2010-08-18,Vampires Suck,20.0,80.547866
2010-08-20,Piranha 3D,24.0,83.188165
2010-08-20,Secretariat,35.0,60.251371
2010-08-26,Hatchet II,2.5,0.052604
2010-08-26,Howl,0.03,0.617
2010-08-26,Takers,32.0,69.055695
2010-08-27,The Last Exorcism,1.8,67.73809
2010-08-27,Inhale,10.0,0.055089
2010-08-31,The American,20.0,65.464324
2010-09-01,Going the Distance,32.0,42.045846
2010-09-01,Machete,20.0,31.327899
2010-09-02,Wall Street: Money Never Sleeps,70.0,134.748021
2010-09-03,The Way Back,30.0,20.348249
2010-09-04,Incendies,6.8,7.103838
2010-09-06,The King's Speech,15.0,414.211549
